,aband,answered,servers,service,wait
0,0.0966818153520513,16063,200,1834.6560687152075,179.3757932513895
1,0.07042595855866804,16457,200,1798.608564546007,150.83718713337166
2,0.08747453546515217,16199,200,1811.484136706854,171.18793829019563
3,0.09887093755848045,16031,200,1852.9807565779433,178.6168948314423
4,0.0751953125,16384,200,1810.3016221679861,153.0863103862163
5,0.10272300469483568,15975,200,1829.5541788383175,179.44631428643285
6,0.07460501433538705,16393,200,1795.8983591071499,162.6931088351779
7,0.08934304766609039,16196,200,1813.667348361013,170.46108882495815
8,0.09488643415663399,16114,200,1842.0303642556482,174.142439039728
9,0.0909596834034133,16172,200,1814.716088118848,175.66842841834165
10,0.09566619133238266,16129,200,1832.0422552864509,181.8323997271945
11,0.08204751408278227,16332,200,1812.256217812603,170.11819579139768
12,0.09580207106095368,16127,200,1835.3947174510506,192.30067463186106
13,0.08744077287551535,16251,200,1832.0338501211093,173.77596957432075
14,0.08570375376297844,16277,200,1817.3520895720233,165.17255489975642
15,0.08517040221062327,16285,200,1845.1793845266252,185.1049465407715
16,0.08357348703170028,16309,200,1829.5246892177177,171.0072117712758
17,0.08878072823609143,16231,200,1819.8819795950292,180.82702505146656
18,0.0889149054162302,16229,200,1808.2053976499153,183.3309553676804
19,0.09194265941670786,16184,200,1831.2829180664312,195.78470381374797
20,0.08683886838868389,16260,200,1847.8632431327942,173.40993424081068
21,0.08737386167856263,16252,200,1827.3563149395704,171.6864130823842
22,0.08744077287551535,16251,200,1826.761988666288,176.60961603494366
23,0.09282048110815658,16171,200,1834.5291806272485,182.5608918262706
24,0.08105462776044534,16347,200,1795.073205043064,167.841545445072
25,0.09309086410589472,16167,200,1817.302523947685,175.16047546347258
26,0.08851247305204804,16235,200,1812.4637599459613,165.56084078226183
27,0.09194265941670786,16184,200,1838.3427208982948,171.6499878995834
28,0.09573412698412699,16128,200,1827.8618436854904,182.20075017033767
29,0.08423829682802626,16299,200,1839.8934898843384,168.38136639410664
