,aband,answered,max_wait,med_wait,service,wait
0,0.10541648683642642,8279,475.0329303406179,44.64306150577613,,58.430941394552946
1,0.11415623651273198,8207,724.5635982265849,44.312784246773845,,60.70883496258309
2,0.35921811578722496,5993,589.4565251401946,76.030213908125,,87.92520885530959
3,0.25722999263855295,7052,486.3320288376726,64.49842227481167,,78.66054268310764
4,0.46724156062677463,5055,817.4175067665274,91.46074336472157,,103.87097845971816
5,0.10316542223157009,8509,781.6721339610535,41.78654309925696,,55.20224065820496
6,0.10306025870228205,8504,548.6544464807776,45.5706008908619,,60.18487791821163
7,0.2509201808812704,7102,430.98661596148304,62.57502293364087,,77.17871579765364
8,0.10768745399095593,8453,563.2718357067715,46.60271230262151,,59.95683847500381
9,0.25502155852350405,7071,699.3917385994428,62.546893083825125,,78.06878717191928
10,0.11084235986959723,8441,572.091232612649,43.40482516143675,,57.553997348836354
11,0.3689136607424545,5984,528.5923412268603,78.20666223575608,,91.37113935926799
12,0.36975496897675886,5977,601.5121446309422,76.67424660749384,,88.5599186156658
13,0.5015248711746766,4717,659.9141667396689,93.6106107936721,,106.03278683799665
14,0.38868440424860656,5798,592.9682532342631,81.24785399690518,,93.21741277914937
15,0.38416237248922075,5845,500.03952503143955,79.18137724622648,,91.07542459297723
16,0.24955305500052583,7122,446.08816008018766,67.07965790048002,,79.39179948146993
17,0.1242926011318382,8355,654.3102524454371,46.0572087699511,,61.89587106945115
18,0.3761265981974429,5947,596.1485780732219,81.62715967745862,,93.50196571368224
19,0.10249423600922239,8552,599.2358397510034,43.4256855123831,,57.92578447898975
20,0.12251100398239363,8360,842.5459221511555,46.0510315790616,,60.80916482183778
21,0.35642422972123244,6123,842.5459221511555,78.71591234067728,,91.69560561116569
22,0.4669880528191155,5066,842.5459221511555,94.28647236143661,,105.75302612759776
23,0.10217983651226158,8546,798.463501810249,43.77403133849748,,58.98612028495299
24,0.11360301823517083,8434,598.3354100507422,43.32613014382059,,58.25144525960772
25,0.3681894383906119,6024,659.2680796295899,76.28656197014789,,90.05784152914441
26,0.35132020117351215,6181,635.6566622931787,76.02985759041803,,89.02899012319264
27,0.3407376362112322,6276,668.9647099505764,76.11687597439959,,89.30468734607544
28,0.35215842414082144,6164,824.6303501586899,77.24879603875888,,91.25096501268109
29,0.36661777032690696,6024,520.5837087171094,79.35164155427083,,92.3510387147313
30,0.4747485331098072,4989,622.0512363129019,92.95960579370876,,105.59781917976088
31,0.5193621867881549,4641,576.364436837961,96.58865547383539,,107.58399367495201
32,0.3439635535307517,6329,656.141961566258,75.42349743589148,,89.53551884204839
33,0.35866639055705113,6177,576.364436837961,79.29737090654089,,91.10495310108763
34,0.10354110581901015,8639,576.364436837961,44.19836390788623,,58.84987865357323
35,0.2662041830606751,7083,576.364436837961,63.505971190640594,,77.24153302564405
36,0.46707392834955475,5126,576.364436837961,90.03985518971785,,102.66937583597601
37,0.11037481880306482,8583,576.364436837961,46.33416749950993,,60.51052972115216
38,0.3660178090702009,6106,627.2164036320391,80.26244032840077,,92.33162490943792
39,0.11358459308345413,8557,576.364436837961,43.10059025221017,,57.93901588823499
40,0.1253882791468213,8432,729.1634804509522,46.52629581661313,,63.10428206649339
41,0.34044315593290536,6340,810.6225390131722,77.10670588691573,,89.95019227748503
42,0.1132739697659971,8544,611.6153273094169,45.14959746674867,,60.388867013099095
43,0.33091737419755646,6439,668.1524816823076,74.98048573957931,,87.8260705766117
44,0.10519776351211431,8616,576.364436837961,42.2523168270036,,55.806938223066325
45,0.24011182439428452,7305,576.364436837961,63.0302762487845,,76.4230727547227
46,0.3693311244564092,6090,660.0703841663781,76.56135438495403,,90.2746026656593
47,0.3716090287844274,6059,583.0961375107581,80.91383267966376,,94.39564039566237
48,0.11099606543797888,8584,576.364436837961,43.496381772351015,,57.05067984671362
49,0.46966245599503004,5119,576.364436837961,93.46344039846736,,103.86744928431486
