,aband,answered,servers,service,wait
0,0.15813591561473284,34698,420,1820.5304903247027,154.63157016448673
1,0.16231407817364235,34692,420,1830.551487982565,156.05911848030166
2,0.1648242348461167,35189,420,1826.5529894090346,160.74170383558416
3,0.14963257979469344,35654,420,1815.0595367703988,149.8876171180874
4,0.144880174291939,35802,420,1812.6612088338732,150.38863139471306
5,0.15820853348403505,35390,420,1825.2374232935404,156.13232209351966
6,0.16611664295874823,35150,420,1837.6816072933602,157.76854770552737
7,0.1698775580101036,35037,420,1829.5517898332416,159.41779172661435
8,0.15497759869255262,35489,420,1823.0618076911046,156.80205015595155
9,0.14261422239567362,35873,420,1816.1499589341074,155.61331597802857
